,CLOC,DLOC,LLOC,LOC,McCC,NOI,NOS,NUMPAR,TCLOC,TLLOC,TLOC,TNOS,WarningInfo,Anti Pattern,Complexity Metric Rules,Coupling Metric Rules,Size Metric Rules,HCPL,HDIF,HEFF,HNDB,HPL,HPV,HTRP,HVOL
0,1.0,0.9939823523655488,0.19057293223849003,0.8233674837850073,0.15826195342078045,0.17016407954861268,0.25652232608749603,0.5631635487386126,0.9999790208169663,0.19212967852909046,0.8234469792995707,0.2582050964557814,0.405241148601529,0.29835465995684385,0.013183246676579802,0.038045294713373104,0.42057254867110955,0.0527135394891342,0.04814643063009131,0.05744311771577489,0.05186863320160883,0.05112502260547388,0.04978201747212886,0.05744311691790252,0.05186907773681883
1,0.9939823523655487,1.0,0.14011619867672084,0.7866774268462383,0.12312204339491307,0.15316018165449696,0.1933203184713475,0.5595626577600872,0.9939788231551012,0.14183359492067715,0.786863006291607,0.19526714066938533,0.4095791998891855,0.29417593108580203,0.007885430351119358,0.036478115270674204,0.4269311423030443,0.011991722999233699,0.007097467765349122,0.01928108563862448,0.009913390928533576,0.0072354630064350774,0.007630724019012144,0.01928108534169259,0.009913794630808307
2,0.19057293223849006,0.14011619867672084,1.0,0.708303747110447,0.5005054429726118,0.2481075833083728,0.8233607025335241,0.3645321958041289,0.1905303694437468,0.9990210872067016,0.707523250007602,0.8217714180841256,0.39488645285385404,0.4344012147551375,0.20840082704351667,0.04211975285003342,0.34307928603423243,0.2780846358924825,0.2953791812117329,0.2658753717354548,0.30126251914939944,0.32011350962049795,0.2904987881184805,0.265875371761862,0.30126178371364837
3,0.8233674837850075,0.7866774268462383,0.708303747110447,1.0,0.41709688008253315,0.27660612244066746,0.6865705140321156,0.6088312739472632,0.8233424544019906,0.708953313720187,0.9996601435506725,0.6869200952533745,0.5026929313953009,0.4537988530266131,0.13043851340754042,0.05072335402833593,0.482771621921212,0.2215859291186495,0.2308461512611901,0.21562858418707984,0.23474030169390495,0.24698608506877825,0.2293171808017257,0.21562858356942424,0.2347401000235371
4,0.15826195342078045,0.12312204339491307,0.5005054429726118,0.4170968800825332,1.0,0.2197035995162348,0.6983077721411192,0.17334107262194698,0.15840913644353213,0.5012846934463484,0.41738186565914087,0.6985221486623661,0.22222484052078986,0.36874123268604453,0.5199881373951383,0.015565168312019243,0.055616548829013894,0.37447588729909315,0.43585428737010007,0.3450705233940769,0.40299553838139324,0.442872483712726,0.4162224172755835,0.3450705232867299,0.4029959223336208
5,0.17016407954861268,0.153160181654497,0.2481075833083728,0.2766061224406675,0.2197035995162348,0.9999999999999998,0.30946136033451516,0.20117365533383935,0.1703423473012759,0.2493867194715258,0.27719269288411463,0.3107635138174655,0.05907941537083204,0.06247337540475955,-0.014254214765749737,0.05618217714094705,0.06683548962437945,0.04379920782547153,0.10102765130689552,0.04623252885338442,0.05961261056505101,0.07463022661535842,0.06311407501195751,0.04623252370145758,0.059612461604288645
6,0.25652232608749603,0.1933203184713475,0.8233607025335241,0.6865705140321156,0.6983077721411192,0.30946136033451516,1.0,0.3516735487376418,0.2565087918027789,0.8228907618794473,0.6860059384993816,0.9984564967511483,0.2886046396900257,0.3643853129438665,0.2880197046758649,0.04096724114790151,0.20442079577262787,0.4353613746934523,0.48458756402689424,0.39939281379225255,0.4617996936126426,0.49988028728795,0.47428029355611695,0.39939281313018166,0.4617986050143269
7,0.5631635487386126,0.5595626577600872,0.3645321958041289,0.6088312739472632,0.17334107262194698,0.20117365533383935,0.3516735487376418,1.0,0.5628254261698233,0.36291198833433364,0.607394589541861,0.34940288130149577,0.6966648747562557,0.5411242327485963,0.01366359443942869,0.08792059682523183,0.7260934422835837,0.2027768554607388,0.22955714248430786,0.1801832047374433,0.1923366829542366,0.20793344521566148,0.22862988914358723,0.1801832043287209,0.1923365599936864
8,0.9999790208169664,0.9939788231551012,0.1905303694437468,0.8233424544019905,0.15840913644353213,0.1703423473012759,0.25650879180277897,0.5628254261698232,1.0,0.1923734394813154,0.823590770182747,0.25855103003970575,0.4050727788412484,0.2982257471209454,0.013158812613762307,0.03798257566030604,0.4204042770956583,0.05277216528399739,0.04843067256000646,0.05745960398982783,0.05192378582686938,0.051226235508945395,0.04991358951666369,0.05745960319406407,0.05192422894073081
9,0.19212967852909046,0.14183359492067715,0.9990210872067016,0.708953313720187,0.5012846934463484,0.2493867194715258,0.8228907618794473,0.36291198833433364,0.19237343948131544,1.0,0.7093257970405622,0.8237593104999416,0.394092653321646,0.43363207704798024,0.20804022814116457,0.04171984145829763,0.3423697053888271,0.278292729799128,0.29709998272513016,0.26581773935385433,0.3014209658158669,0.3205650431224606,0.2911860354667353,0.26581773939310677,0.30142022229801907
10,0.8234469792995706,0.786863006291607,0.7075232500076021,0.9996601435506725,0.41738186565914087,0.27719269288411463,0.6860059384993815,0.6073945895418609,0.823590770182747,0.7093257970405622,1.0,0.6878032768099802,0.5018855875402539,0.4530873233424334,0.13020347275213245,0.05045473257942409,0.4820049847221088,0.22162348550793384,0.2317755643429515,0.21550882396788998,0.23474766227283558,0.24716370355740266,0.2296359576083057,0.21550882335854143,0.234747455615685
11,0.2582050964557814,0.19526714066938533,0.8217714180841257,0.6869200952533745,0.698522148662366,0.31076351381746553,0.9984564967511482,0.34940288130149577,0.25855103003970575,0.8237593104999417,0.6878032768099802,1.0,0.2875402356865656,0.36324943845806534,0.28725441829220477,0.04043712497410608,0.20356549264945917,0.43510152882429054,0.4861494341157279,0.398856586219965,0.46145416326911,0.4998499454389365,0.4745590543557667,0.39885658557540665,0.4614530657732771
12,0.405241148601529,0.4095791998891855,0.394886452853854,0.5026929313953009,0.22222484052078986,0.05907941537083204,0.28860463969002564,0.6966648747562558,0.4050727788412484,0.394092653321646,0.501885587540254,0.2875402356865656,1.0,0.7315855750440677,0.3027279930802766,0.03880829217378191,0.945608899874115,0.04662116861232671,0.03443445941453884,0.05806717615394562,0.0535858281708271,0.049680166620705166,0.04063689878994148,0.058067178539675926,0.053586608488612485
13,0.29835465995684385,0.294175931085802,0.43440121475513743,0.4537988530266131,0.36874123268604453,0.06247337540475954,0.3643853129438665,0.5411242327485963,0.2982257471209454,0.43363207704798024,0.4530873233424334,0.36324943845806534,0.7315855750440677,1.0,0.414915492305909,0.04548724925148809,0.6257672996196211,0.0975832068316303,0.11035027849361487,0.1316257684568391,0.11442314594888665,0.1149678551063142,0.0960722884744065,0.13162576890177632,0.11442411284457445
14,0.0131832466765798,0.007885430351119358,0.20840082704351667,0.1304385134075404,0.5199881373951383,-0.014254214765749737,0.2880197046758649,0.01366359443942869,0.013158812613762309,0.20804022814116457,0.13020347275213245,0.28725441829220477,0.3027279930802766,0.41491549230590896,0.9999999999999999,-0.041639844103418304,-0.023779109797424328,0.12965526109621542,0.09231506743460786,0.1317866116877886,0.15258898104638993,0.1506426734164782,0.11977973966989267,0.13178661770271108,0.15259014529911497
15,0.038045294713373104,0.036478115270674204,0.04211975285003343,0.05072335402833593,0.015565168312019243,0.05618217714094705,0.04096724114790151,0.08792059682523183,0.03798257566030604,0.041719841458297637,0.05045473257942408,0.04043712497410608,0.03880829217378191,0.04548724925148809,-0.0416398441034183,1.0,0.05492006276869117,0.05204368250413996,0.03522694459661683,0.025127761445254367,0.047920060641631804,0.051469046290575395,0.057845191521158724,0.02512776103721123,0.04792046743839055
16,0.4205725486711096,0.42693114230304424,0.34307928603423243,0.48277162192121204,0.055616548829013894,0.06683548962437945,0.20442079577262787,0.7260934422835839,0.4204042770956583,0.3423697053888271,0.4820049847221088,0.20356549264945917,0.9456088998741151,0.6257672996196212,-0.02377910979742433,0.05492006276869118,1.0,0.004648453710381108,0.00461048317340459,0.015927065478875114,0.004126127259479279,0.0006936803450820908,0.0017421159329408318,0.015927065928337276,0.0041265483867221195
17,0.05271353948913421,0.011991722999233699,0.2780846358924825,0.2215859291186495,0.37447588729909315,0.04379920782547154,0.43536137469345226,0.20277685546073881,0.05277216528399739,0.278292729799128,0.22162348550793387,0.43510152882429054,0.046621168612326715,0.0975832068316303,0.12965526109621542,0.05204368250413996,0.004648453710381108,1.0,0.8242389481074714,0.9180137632713945,0.9837943792120305,0.9713181134562405,0.9699286122010365,0.9180137634775232,0.9837944526709185
18,0.04814643063009131,0.007097467765349122,0.2953791812117329,0.23084615126119012,0.4358542873701001,0.1010276513068955,0.4845875640268942,0.2295571424843079,0.04843067256000645,0.2970999827251301,0.2317755643429515,0.48614943411572786,0.034434459414538834,0.11035027849361487,0.09231506743460786,0.03522694459661683,0.00461048317340459,0.8242389481074716,1.0,0.7538323224871546,0.8161857162762618,0.8763947162539023,0.9085650107561513,0.7538323207535966,0.8161859703377052
19,0.05744311771577489,0.01928108563862448,0.2658753717354548,0.21562858418707984,0.3450705233940769,0.04623252885338442,0.3993928137922526,0.1801832047374433,0.05745960398982782,0.2658177393538544,0.21550882396788995,0.398856586219965,0.05806717615394562,0.1316257684568391,0.1317866116877886,0.025127761445254367,0.015927065478875117,0.9180137632713945,0.7538323224871545,1.0,0.9484809145919649,0.9067692075885322,0.8473052759125573,0.9999999999999971,0.9484805968818741
20,0.05186863320160883,0.009913390928533576,0.30126251914939944,0.23474030169390495,0.40299553838139324,0.05961261056505101,0.4617996936126426,0.19233668295423656,0.05192378582686938,0.30142096581586686,0.2347476622728356,0.46145416326911,0.0535858281708271,0.11442314594888664,0.15258898104638993,0.047920060641631804,0.004126127259479279,0.9837943792120305,0.8161857162762617,0.9484809145919649,0.9999999999999999,0.986850539202057,0.9467071053270324,0.94848091651313,0.9999999989647901
21,0.051125022605473885,0.0072354630064350774,0.320113509620498,0.24698608506877825,0.442872483712726,0.07463022661535842,0.49988028728795,0.20793344521566148,0.051226235508945395,0.3205650431224606,0.24716370355740266,0.4998499454389365,0.04968016662070517,0.1149678551063142,0.1506426734164782,0.051469046290575395,0.0006936803450820908,0.9713181134562406,0.8763947162539023,0.9067692075885321,0.986850539202057,1.0,0.9716619910138036,0.9067692091180504,0.9868506682763918
22,0.04978201747212886,0.007630724019012144,0.2904987881184805,0.2293171808017257,0.4162224172755835,0.06311407501195751,0.47428029355611695,0.22862988914358723,0.0499135895166637,0.2911860354667353,0.2296359576083057,0.4745590543557667,0.04063689878994148,0.09607228847440652,0.11977973966989268,0.057845191521158724,0.0017421159329408316,0.9699286122010365,0.9085650107561511,0.8473052759125574,0.9467071053270324,0.9716619910138035,1.0,0.8473052752716806,0.9467073696078305
23,0.05744311691790252,0.01928108534169259,0.265875371761862,0.21562858356942427,0.3450705232867298,0.04623252370145757,0.3993928131301816,0.1801832043287209,0.05745960319406407,0.26581773939310677,0.21550882335854143,0.39885658557540665,0.058067178539675926,0.13162576890177632,0.13178661770271108,0.02512776103721123,0.01592706592833728,0.9180137634775231,0.7538323207535967,0.999999999999997,0.9484809165131302,0.9067692091180505,0.8473052752716808,1.0,0.9484805988031105
24,0.05186907773681883,0.009913794630808305,0.30126178371364837,0.2347401000235371,0.4029959223336208,0.059612461604288645,0.4617986050143269,0.19233655999368643,0.05192422894073081,0.3014202222980191,0.234747455615685,0.4614530657732771,0.05358660848861248,0.11442411284457445,0.15259014529911497,0.04792046743839055,0.0041265483867221195,0.9837944526709184,0.8161859703377051,0.9484805968818741,0.9999999989647901,0.9868506682763918,0.9467073696078305,0.9484805988031104,0.9999999999999998
